id;model;klasa;cena;rok;przebieg;pojemnosc_silnika;skrzynia_biegow;link
1;Renault Megane;C;0.47777777777777775;2003;333;1598;Manualna;otomoto.pl/osobowe/oferta/renault-megane-renault-megane-dobra-cena-ID6Gis7a.html
32;Renault Scenic;MC;0.8666666666666667;2004;375;1598;Manualna;otomoto.pl/osobowe/oferta/renault-scenic-1-6-16v-klima-polska-ID6GA1d6.html
112;Renault Kangoo;X;1.5555555555555556;2003;420;1598;Manualna;otomoto.pl/osobowe/oferta/renault-kangoo-renault-kangoo-helios-1-6-16v-srebrny-metalik-ID6GBuNv.html
115;Renault Kangoo;X;1.6;2005;316;1149;Manualna;otomoto.pl/osobowe/oferta/renault-kangoo-reanult-kangoo-1-2-2005r-ID6GzYyA.html
117;Renault Scenic;MC;1.6222222222222222;2004;390;1598;Manualna;otomoto.pl/osobowe/oferta/renault-scenic-1-6-16v-klima-zarejestrowany-w-pl-ew-zamiana-ID6G0FD0.html
150;Renault Espace;X;1.7777777777777777;2007;343;3498;Automatyczna;otomoto.pl/osobowe/oferta/renault-grand-espace-iv-3-5-v6-initiale-paris-oferta-prywatna-ID6Gdt02.html
160;Renault Espace;X;1.8888888888888888;1999;312;1998;Manualna;otomoto.pl/osobowe/oferta/renault-grand-espace-2-0-8v-115km-sprawna-klimatyzacja-ladny-zadbany-7-miejsc-film-ID6GzrvB.html
305;Renault Megane;C;2.6664444444444446;2009;316;1598;Manualna;otomoto.pl/osobowe/oferta/renault-megane-renault-megane-iii-ID6GoytB.html
343;Renault Vel Satis;X;2.888666666666667;2008;310;3498;Automatyczna;otomoto.pl/osobowe/oferta/renault-vel-satis-bezwypadkowy-3-5v6-lpg-2008-rok-automat-ID6Gzzx2.html
355;Renault Megane;C;3.0;2010;420;1598;Manualna;otomoto.pl/osobowe/oferta/renault-megane-renault-megane-2010-1-6-16v-manual-klimatyzacja-pierwszy-wlasciciel-ID6GARfL.html
498;Renault Megane;C;3.755555555555555;2011;316;1997;Manualna;otomoto.pl/osobowe/oferta/renault-fluence-2-0i-140km-klimatronic-tempomat-parktronic-serwis-oplacony-ID6GvUZ2.html
505;Renault Espace;X;3.755555555555555;2009;339;3498;Automatyczna;otomoto.pl/osobowe/oferta/renault-grand-espace-renault-grand-espace-lift-3-5-v6-initiale-xenon-panorama-dach-7-osob-ID6GDgJR.html
567;Renault Megane;C;4.111111111111111;2010;305;1397;Manualna;otomoto.pl/osobowe/oferta/renault-megane-ID6GD623.html
629;Renault Scenic;MC;4.355555555555556;2013;340;1197;Manualna;otomoto.pl/osobowe/oferta/renault-scenic-renault-scenic-1-2tce-2013r-salon-polska-ID6Gv905.html
708;Renault Megane;C;4.691111111111111;2010;352;1397;Manualna;otomoto.pl/osobowe/oferta/renault-megane-grandtour-1-4-tce-2010-r-privilege-silnik-po-regenracji-ID6GA22U.html
818;Renault Espace;X;5.266666666666667;2007;317;1998;Manualna;otomoto.pl/osobowe/oferta/renault-grand-espace-2-0-turbo-benzyna-170kmprivilege7-oshands-freenavicabassetv-ID6GDrV6.html
2047;Renault Captur;SB;14.377777777777778;2019;982;898;Manualna;otomoto.pl/osobowe/oferta/renault-captur-982-km-przebiegu-pl-salon-nowe-auto-najnizszy-przebieg-w-pl-ID6GBpTw.html
2105;Renault Clio;B;15.311111111111112;2023;500;999;Manualna;otomoto.pl/osobowe/oferta/renault-clio-clio-1-0-tce-equilibre-90km-ID6GBaXq.html
2364;Renault Captur;SB;21.444444444444443;2023;713;999;Manualna;otomoto.pl/osobowe/oferta/renault-captur-1-0-tce-techno-od-dealera-fv-23-ID6GsTpr.html
2389;Renault Clio;B;22.200000000000003;2023;335;1332;Manualna;otomoto.pl/osobowe/oferta/renault-clio-rs-line-1-3-tce-140-km-salon-pl-niski-przebieg-fv-23-ID6GAJyK.html
2495;Renault Arkana;X;27.08888888888889;2022;503;1332;Automatyczna;otomoto.pl/osobowe/oferta/renault-arkana-1-3-tce-mhev-r-s-line-edc-demo-niski-przebieg-gwarancja-ID6Gmf0Y.html
2569;Renault Austral;X;32.22;2023;339;1332;Automatyczna;otomoto.pl/osobowe/oferta/renault-austral-techno-mild-hybrid-160-auto-samochod-demo-zyskaj-az-32-910-zl-ID6FFW6G.html
2681;Hyundai Coupe;X;1.911111111111111;2002;306;1975;Manualna;otomoto.pl/osobowe/oferta/hyundai-coupe-hyundai-coupe-2-0-gls-przeglad-do-maja-2025-oc-do-czerwca-2025-ID6GB0zR.html
2706;Hyundai Tucson;SC;2.4444444444444446;2007;382;1975;Manualna;otomoto.pl/osobowe/oferta/hyundai-tucson-hyundai-tucson-140-km-ID6Gws5H.html
2726;Hyundai I30;C;2.822222222222222;2007;328;1591;Manualna;otomoto.pl/osobowe/oferta/hyundai-i30-hyundai-i30-1-6-benzyna-2007-ID6GBknt.html
2998;Hyundai I30;C;5.0;2012;348;1591;Manualna;otomoto.pl/osobowe/oferta/hyundai-i30-stan-bardzo-dobry-gotowy-do-eksploatacji-ID6GB0UM.html
3051;Hyundai I30;C;5.488888888888889;2012;379;1591;Manualna;otomoto.pl/osobowe/oferta/hyundai-i30-stan-bardzo-dobry-ID6GzIkp.html
3962;Hyundai Tucson;SC;12.399999999999999;2015;326;1591;Automatyczna;otomoto.pl/osobowe/oferta/hyundai-tucson-pierwszy-wlasciciel-stan-bardzo-dobry-ID6GAhg5.html
4204;Hyundai i10;X;15.08888888888889;2023;520;1197;Manualna;otomoto.pl/osobowe/oferta/hyundai-i10-modern-winter-15-salon-pl-demo-fv23-leasing-ID6Gx4tD.html
4236;Hyundai i10;X;15.311111111111112;2023;754;998;Manualna;otomoto.pl/osobowe/oferta/hyundai-i10-i10-1-0-mpi-5mt-67-km-modern-winter-15-2023-ID6GbLUE.html
4240;Hyundai i10;X;15.311111111111112;2023;690;998;Manualna;otomoto.pl/osobowe/oferta/hyundai-i10-fv23-felgi-15-podgrzewane-fotele-i-kierownica-hyundai-margo-ID6GCiog.html
4417;Hyundai i10;X;16.577777777777776;2023;360;1197;Manualna;otomoto.pl/osobowe/oferta/hyundai-i10-1-2-gdi-modern-6-mt-manualna-skrzynia-biegow-ID6GvHAk.html
4486;Hyundai i20;B;17.08888888888889;2023;850;998;Manualna;otomoto.pl/osobowe/oferta/hyundai-i20-12-2023r-modern-comfort-led-salon-pl-demo-fv23-leasing-ID6Gx4u1.html
4513;Hyundai i20;B;17.4;2023;766;998;Manualna;otomoto.pl/osobowe/oferta/hyundai-i20-modern-1-0-t-gdi-6mt-100km-pakiet-comfort-i-led-ID6GCh9m.html
4768;Hyundai I30;C;20.866666666666667;2023;573;998;Automatyczna;otomoto.pl/osobowe/oferta/hyundai-i30-hyundai-i30-1-0-7dct-wersja-smart-demo-ID6GqBG0.html
4973;Hyundai I30;C;24.422222222222224;2023;754;1482;Manualna;otomoto.pl/osobowe/oferta/hyundai-i30-i30-wgn-1-5-t-gdi-2wd-6mt-160km-2023-smart-led-ID6GbRT1.html
4996;Hyundai Elantra;X;25.022222222222222;2023;900;1598;Manualna;otomoto.pl/osobowe/oferta/hyundai-elantra-smart-design-tech-1-6-mpi-6mt-123-km-dostepne-od-reki-ID6GjSo9.html
5048;Hyundai Elantra;X;26.200000000000003;2023;900;1598;Automatyczna;otomoto.pl/osobowe/oferta/hyundai-elantra-hyundai-elantra-2023-smart-design-tech-ID6GanG3.html
5093;Hyundai Kona;SB;27.77777777777778;2023;495;998;Automatyczna;otomoto.pl/osobowe/oferta/hyundai-kona-executive-automat-od-reki-ID6Gpf6e.html
5218;Audi A3;C;0.7108888888888889;1998;304;1595;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-1-6l-8l-101km-benzyna-manual-3-drzwi-ID6GpkXD.html
5221;Audi A3;C;1.088888888888889;2002;319;1781;Automatyczna;otomoto.pl/osobowe/oferta/audi-a3-uzywany-ID6GqkWT.html
5234;Audi A4;D;1.3333333333333333;2005;410;1781;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-quattro-ID6GBItP.html
5245;Audi A3;C;1.5333333333333334;2004;326;1595;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-ID6GBwgI.html
5247;Audi A3;C;1.5555555555555556;2002;322;1781;Manualna;otomoto.pl/osobowe/oferta/audi-a3-8l-polift-1-8t-150-km-jedyny-wlasciciel-w-pl-ID6GBhP5.html
5251;Audi A6;E;1.6222222222222222;1998;336;2393;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c5-2-4-quattro-ID6GDMkb.html
5255;Audi A3;C;1.7333333333333334;2004;309;1595;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-8p-na-gwincie-ID6G8EEX.html
5269;Audi A4;D;1.8666666666666667;2003;332;2393;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-2-4-v6s-linenavi-xenongrzanefoteleautomacikczujnikiparkowania-ID6GouGt.html
5275;Audi A4;D;1.8888888888888888;2002;343;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a4-nowy-akumulator-lampy-xenon-ID6GzJ3P.html
5278;Audi A4;D;1.9333333333333331;1998;348;1595;Manualna;otomoto.pl/osobowe/oferta/audi-a4-sprzedam-audi-a4-b5-1-6-1998r-ID6GDcKg.html
5294;Audi A3;C;2.177777777777778;2003;315;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-2-0fsi-zadbane-stan-bardzo-dobry-ID6Gzzqu.html
5317;Audi A6;E;2.2222222222222223;1999;346;2773;Manualna;otomoto.pl/osobowe/oferta/audi-a6-sprzedam-audi-a6-quattro-ID6GCtHc.html
5318;Audi A4;D;2.2222222222222223;2003;311;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4b6-2-0-alt-2003r-ID6GCAPA.html
5324;Audi A3;C;2.3333333333333335;2004;323;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-sportback-2004-automat-200-km-ID6GzLID.html
5345;Audi TT;X;2.5555555555555554;2003;332;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-sprzedam-audi-tt-ID6GCS5u.html
5359;Audi A4;D;2.6666666666666665;2005;339;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-2-0-ID6GBHsv.html
5374;Audi A6;E;2.799777777777778;1995;309;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a6-wyprzedaz-z-kolekcji-audi-oryginalny-lakier-ID6G9lVs.html
5377;Audi A6;E;2.822222222222222;2006;318;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-gwaramcja-zamiana-ID6Gv9zH.html
5380;Audi A4;D;2.8444444444444446;2005;306;1595;Manualna;otomoto.pl/osobowe/oferta/audi-a4-sprzedam-ID6Gk6kI.html
5381;Audi A4;D;2.8664444444444444;2003;351;1781;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b6-avant-1-8t-120kw-163km-ID6GvjSB.html
5384;Audi A3;C;2.8666666666666667;2005;314;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a3-ID6GrI5A.html
5386;Audi A4;D;2.8666666666666667;2004;309;1781;Manualna;otomoto.pl/osobowe/oferta/audi-a4-1-8-t-163-km-ID6GAC05.html
5419;Audi A6;E;3.088888888888889;2004;301;3123;Manualna;otomoto.pl/osobowe/oferta/audi-a6-3-2-skory-ID6GBoRp.html
5421;Audi A6;E;3.088888888888889;2005;357;3123;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-c6-3-2-benzyna-quattro-klimatyzacja-w-100-sprawna-ID6Gzipr.html
5424;Audi TT;X;3.110888888888889;2001;310;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-zrobiony-serwis-olejowy-filtrowy-zadbany-nowy-rozrzad-ID6GAqO1.html
5437;Audi A6;E;3.3111111111111113;2007;430;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6c6-2-0tfsi-170km-automat-skora-po-gruntownym-remoncie-ID6GzZrT.html
5451;Audi A3;C;3.3333333333333335;2006;310;1598;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-1-6-benzyna-ID6GBwGE.html
5453;Audi A8;X;3.3333333333333335;1999;342;3697;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-sprzedam-audi-quattro-a8-v8-3-7-benzyna-ID6GBQ0F.html
5455;Audi A6;E;3.3333333333333335;2006;349;2393;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-2-4-v6-duza-navi-9-lat-w-jednych-rekach-automat-100-sprawne-ID6GjSyY.html
5460;Audi A4;D;3.4444444444444446;2006;340;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b7-quatro-automat-tiptronic-ID6GCEyp.html
5463;Audi A6;E;3.4444444444444446;2005;323;2393;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-ID6FFDG6.html
5468;Audi A4;D;3.511111111111111;2000;320;2771;Manualna;otomoto.pl/osobowe/oferta/audi-a4-ID6Gvd5D.html
5485;Audi A6;E;3.6666666666666665;2004;340;3123;Manualna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c6-3-2fsi-zadbany-czytaj-opis-ID6FLNw3.html
5491;Audi TT;X;3.688888888888889;2000;314;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-audi-tt-1-8-turbo-quattro-skrz-manualna-6-biegow-ksiazka-serwisowa-ID6GCRVI.html
5532;Audi A4;D;3.9997777777777777;2007;335;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-klima-automat-quattro-ID6GrK1b.html
5541;Audi A6;E;4.0;2007;411;2773;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-c6-2-8-fsi-quattro-tiptronic-ID6GCYSm.html
5544;Audi A6;E;4.111111111111111;2007;325;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c6-ID6Gvlp3.html
5545;Audi TT;X;4.111111111111111;1999;306;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-1-8-turbo-180-km-quattro-super-stan-samochod-z-niemiec-ID6GzWRt.html
5590;Audi TT;X;4.377777777777777;2001;304;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-1-8ikat-225kmsuper-stanklimaalu-felgi-19-zadbany-ID6GBGFF.html
5592;Audi A4;D;4.4;2006;305;1800;Manualna;otomoto.pl/osobowe/oferta/audi-a4-ID6GzGVm.html
5625;Audi A4;D;4.444222222222222;2005;320;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-salon-polska-drugi-wlasciciel-ID6GD1EP.html
5631;Audi A6;E;4.444444444444445;1999;351;4172;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c5-4-2-v8-ID6Gzai0.html
5650;Audi A6;E;4.644444444444444;2007;309;4163;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-avant-2007-4-2-fsi-309tkm-bezwypadkowy-ID6Ghy5t.html
5653;Audi A6;E;4.644444444444444;2008;305;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a6-bardzo-zadbany-bogate-wyposazenie-ID6GBljg.html
5678;Audi A6;E;4.866666666666666;2004;310;2671;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-allroad-2-7-turbo-250km-allroad-oplacone-ID6GvZ2s.html
5688;Audi A6;E;4.866666666666666;2008;345;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a6-sprzedam-audi-a6-2-0-tfsi-170-km-280-nm-ID6GCMwq.html
5698;Audi S4;X;4.888888888888889;2003;341;4163;Manualna;otomoto.pl/osobowe/oferta/audi-s4-audi-s4-b6-4-2-v8-ID6GpEAv.html
5712;Audi A4;D;5.088888888888889;2003;308;1781;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b6-1-8t-bex-quattro-ID6GAr2E.html
5743;Audi A4;D;5.222222222222222;2008;377;3197;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-3-2-fsi-265km-nowy-rozrzad-silnik-po-kompletnym-remoncie-ID6FLN1u.html
5804;Audi A3;C;5.533333333333333;2009;305;1390;Automatyczna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-1-4-tfsi-ID6G8N7K.html
5815;Audi A3;C;5.544444444444444;2010;330;1395;Manualna;otomoto.pl/osobowe/oferta/audi-a3-10r-1-4t-125km-klima-serwis-import-szwajcaria-ID6FcYoI.html
5818;Audi A6;E;5.5553333333333335;2005;302;3123;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-3-2-fsi-toptronic-quatro-bezwypadkowy-ID6GyH7P.html
5822;Audi A8;X;5.555555555555555;2003;373;3697;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-audi-a8-d3-ID6GCVHl.html
5824;Audi A4;D;5.555555555555555;2008;333;1798;Manualna;otomoto.pl/osobowe/oferta/audi-a4-xenon-led-s-line-serwisowany-po-duzym-serwisie-navi-ID6Gvk73.html
5825;Audi A8;X;5.555555555555555;2003;335;3697;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-zarejestrowana-w-pl-doinwestowana-ID6G9J9o.html
5826;Audi A6;E;5.555555555555555;2000;359;4172;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-4-2-v8-bardzo-ladna-i-zadbana-w-pelni-sprawna-ID6GCRBs.html
5833;Audi A8;X;5.555555555555555;2003;373;3697;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-audi-a8-d3-ID6GCVHl.html
5835;Audi A8;X;5.666666666666667;2001;377;4172;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-d2-4-2-quattro-2001-r-ID6GByDM.html
5905;Audi Cabriolet;X;5.977777777777778;1995;350;2771;Manualna;otomoto.pl/osobowe/oferta/audi-cabriolet-audi-80-cabrio-2-8-v6-ID6GCXoA.html
5911;Audi A4 Cabriolet;X;6.0;2004;316;2976;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-cabrio-quattro-3-0-v6-manual-ID6GqeI0.html
5964;Audi TT;X;6.422222222222222;2001;322;1781;Manualna;otomoto.pl/osobowe/oferta/audi-tt-audi-tt-1-8t-bam-225-quattro-3-2-pakiet-atrakcyjna-cena-do-konca-tygod-ID6GAqtl.html
5980;Audi S3;X;6.444444444444445;2007;326;1984;Manualna;otomoto.pl/osobowe/oferta/audi-s3-salon-polska-ID6GoWHD.html
6076;Audi A4;D;7.0;2007;406;3197;Manualna;otomoto.pl/osobowe/oferta/audi-a4-3-2-fsi-v6-265km-2007-4x4-quattro-film-xenonled-rej-pl-zamiana-sanok-ID6GBsX4.html
6134;Audi A4;D;7.444444444444445;2008;347;1984;Manualna;otomoto.pl/osobowe/oferta/audi-a4-audi-a4-b8-2-0-tfsi-quattro-ID6GxnQu.html
6164;Audi A8;X;7.7333333333333325;2008;371;3123;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-audi-a8-zadbane-ID6FzJsI.html
6185;Audi A8;X;7.777777777777778;2007;321;4163;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-audi-a8-4-2-fsi-350km-quattro-ID6Gudsg.html
6231;Audi A4;D;8.221555555555556;2011;313;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a4-allroad-2-0-benzyna-210-km-quattro-automat-ID6GpZZR.html
6313;Audi A8;X;9.333333333333334;2004;334;5998;Automatyczna;otomoto.pl/osobowe/oferta/audi-a8-audi-a8-w12-model-2005-ii-wlasciciel-od-01-2008-r-ID6GAYUB.html
6331;Audi V8;X;9.555555555555555;1991;351;3562;Automatyczna;otomoto.pl/osobowe/oferta/audi-v8-audi-v8-3-6-quattro-ID6Fb7hJ.html
6473;Audi A6;E;11.222222222222221;2012;304;2773;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-c7-salon-polska-2-8-v6-ID6GyEKd.html
6505;Audi S8;X;11.755555555555555;2007;396;5204;Automatyczna;otomoto.pl/osobowe/oferta/audi-s8-5-2v10-450km-pelna-opcja-zarejestrowane-ID6GAgAy.html
6669;Audi A5;D;13.777777777777779;2012;341;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a5-polski-salon-bez-wkladu-ID6GuO3u.html
6703;Audi S4;X;14.422222222222224;2000;314;2671;Manualna;otomoto.pl/osobowe/oferta/audi-s4-sedan-manual-bezwypadkowy-dodatki-apr-ID6GzU4U.html
6806;Audi A6;E;16.22222222222222;2016;317;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-a6-audi-a6-kombi-s-tronic-ID6GArta.html
7188;Audi A3;C;25.422222222222224;2023;840;1498;Manualna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-1-5tfsi-150km-panorama-kamera-cofania-ID6Gfops.html
7282;Audi A3;C;26.644444444444446;2023;600;1498;Automatyczna;otomoto.pl/osobowe/oferta/audi-a3-audi-a3-stan-idealny-pierwszy-wlasciciel-ID6GvkeI.html
7676;Audi RS6;X;36.666666666666664;2013;305;3993;Automatyczna;otomoto.pl/osobowe/oferta/audi-rs6-salon-polska-czarna-serwis-hak-faktura-vat23-1-wlasciciel-ID6F64t7.html
7777;Audi S3;X;41.08888888888889;2023;750;1984;Automatyczna;otomoto.pl/osobowe/oferta/audi-s3-panorama-bang-olufsen-keyless-salon-pl-faktura-vat-23-ID6GpRYY.html
7889;Mitsubishi Colt;X;1.4222222222222223;2004;312;1332;Manualna;otomoto.pl/osobowe/oferta/mitsubishi-colt-1-3-klima-gotowy-do-rejestracji-ID6GD31i.html
7898;Mitsubishi Colt;X;1.5555555555555556;2009;344;1332;Manualna;otomoto.pl/osobowe/oferta/mitsubishi-colt-prywatny-oplaty-do-2025r-2-kpl-kol-klima-ID6Ggvyg.html
7904;Mitsubishi Colt;X;1.7555555555555555;2010;348;1332;Manualna;otomoto.pl/osobowe/oferta/mitsubishi-colt-mitsubishi-colt-1-3-2010r-ID6GCmn0.html
7910;Mitsubishi Grandis;X;1.8888888888888888;2004;342;2378;Manualna;otomoto.pl/osobowe/oferta/mitsubishi-grandis-ID6GD9UA.html
8413;Mitsubishi Colt;X;20.62222222222222;2023;500;999;Manualna;otomoto.pl/osobowe/oferta/mitsubishi-colt-1-0-t-91-km-intense-style-cold-navi-ID6GuCef.html
8654;Kia Soul;X;3.988888888888889;2013;307;1591;Automatyczna;otomoto.pl/osobowe/oferta/kia-soul-kia-soul-2-0-163km-automat-bezwypadkowy-doinwestowany-ID6GAVxX.html
